"created_at";"id";"id_str";"full_text";"truncated";"display_text_range";"entities";"metadata";"tweet_source";"in_reply_to_status_id";"in_reply_to_status_id_str";"in_reply_to_user_id";"in_reply_to_user_id_str";"in_reply_to_screen_name";"geo";"coordinates";"place";"contributors";"is_quote_status";"retweet_count";"favorite_count";"favorited";"retweeted";"possibly_sensitive";"lang";"quoted_status_id";"quoted_status_id_str";"quoted_status";"text";"favorited_by";"scopes";"display_text_width";"retweeted_status";"quoted_status_permalink";"quote_count";"timestamp_ms";"reply_count";"filter_level";"query";"withheld_scope";"withheld_copyright";"withheld_in_countries";"possibly_sensitive_appealable";"id_user";"id_str_user";"name_user";"screen_name_user";"location_user";"description_user";"url_user";"protected_user";"followers_count_user";"friends_count_user";"listed_count_user";"created_at_user";"favourites_count_user";"verified_user";"statuses_count_user";"profile_image_url_https_user";"profile_banner_url_user";"default_profile_user";"default_profile_image_user";"withheld_in_countries_user";"derived_user";"withheld_scope_user";"entities_user";"tweet_link";"polarity";"dimension";"competitor_id"
"2022-06-25 04:00:17";"1540545391187337216";"1540545391187337229";"El lanzamiento del Programa Social @iberdrola  2022 ha dotado de 1,2M€ a los más desfavorecidos y beneficiado a más de 40.000 personas 👉  https://t.co/hIDHQc076b #AnuarioCorresponsables2022 https://t.co/seTuuJOkd6";"FALSE";"189";"{""hashtags"":[{""text"":""AnuarioCorresponsables2022"",""indices"":[[162,189]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":35,""end"":45}}],""urls"":[{""url"":""https://t.co/hIDHQc076b"",""expanded_url"":""https://bit.ly/3MH4gkC"",""display_url"":""bit.ly/3MH4gkC"",""indices"":{""start"":138,""end"":161}}],""media"":[{""id"":1.54054538870437e+18,""id_str"":""1540545388704370688"",""indices"":[{""start"":190,""end"":213}],""media_url"":""http://pbs.twimg.com/media/FWEd3m4XEAAxMgm.png"",""media_url_https"":""https://pbs.twimg.com/media/FWEd3m4XEAAxMgm.png"",""url"":""https://t.co/seTuuJOkd6"",""display_url"":""pic.twitter.com/seTuuJOkd6"",""expanded_url"":""https://twitter.com/Corresponsables/status/1540545391187337229/photo/1"",""type"":""photo"",""sizes"":[{""w"":834,""h"":464,""resize"":""fit"",""type"":""large""},{""w"":680,""h"":378,""resize"":""fit"",""type"":""small""},{""w"":150,""h"":150,""resize"":""crop"",""type"":""thumb""},{""w"":834,""h"":464,""resize"":""fit"",""type"":""medium""}]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Social Media Corresponsables";;;;;;;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";"FALSE";"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"El lanzamiento del Programa Social @iberdrola  2022 ha dotado de 1,2M€ a los más desfavorecidos y beneficiado a más de 40.000 personas 👉  https://t.co/hIDHQc076b #AnuarioCorresponsables2022 https://t.co/seTuuJOkd6";;;;;;;;;;"@Iberdrola";;;;;"87917306";"87917306";"Corresponsables";"Corresponsables";"Iberoamérica ";"El medio de #comunicación, Fundación y Observatorio @ObservaRSE_ líder de habla hispana en #RSE #Sostenibilidad y #ODS según https://t.co/hCDZhBTKlG";"https://t.co/l0CEbCL3aj";"FALSE";"37547";"10449";"1273";"Fri Nov 06 11:11:03 +0000 2009";"30827";"FALSE";"310691";"https://pbs.twimg.com/profile_images/803384343846670338/mmWttt0n_normal.jpg";"https://pbs.twimg.com/profile_banners/87917306/1594022528";"FALSE";"FALSE";"[]";;;"{""description"":[{""url"":""https://t.co/hCDZhBTKlG"",""expanded_url"":""https://rise.global/csr-business"",""display_url"":""rise.global/csr-business"",""indices"":{""start"":125,""end"":148}}],""url"":[{""url"":""https://t.co/l0CEbCL3aj"",""expanded_url"":""http://www.corresponsables.com"",""display_url"":""corresponsables.com"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/Corresponsables/status/1540545391187337229";"P+";"Performance";"1e+05"
"2022-06-25 03:44:05";"1540541313308819456";"1540541313308819456";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola En el fútbol femenino es muy apropiado el brazalete arcoiris";"FALSE";"120";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":17,""end"":32}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":33,""end"":48}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":49,""end"":59}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540375927032582144";"1540375927032582147";"768077752994000896";"768077752994000897";"FutFemIberdrola";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola En el fútbol femenino es muy apropiado el brazalete arcoiris";;;;;;;;;;"@Iberdrola";;;;;"1156582966426066944";"1156582966426066944";"Papon71";"papon71";"";"";;"FALSE";"4";"46";"0";"Wed Jul 31 15:10:42 +0000 2019";"3153";"FALSE";"2232";"https://pbs.twimg.com/profile_images/1156794336941658112/02ff292A_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/papon71/status/1540541313308819456";;;"1e+05"
"2022-06-24 23:59:26";"1540484776389378048";"1540484776389378049";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola A la cama venga";"FALSE";"75";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":17,""end"":32}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":33,""end"":48}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":49,""end"":59}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540375927032582144";"1540375927032582147";"768077752994000896";"768077752994000897";"FutFemIberdrola";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola A la cama venga";;;;;;;;;;"@Iberdrola";;;;;"1521150465345523712";"1521150465345523712";"Don Mauricio";"DonMauricio11";"";"""Usen contra los herejes la espada espiritual de la excomunión; si esto no resulta efectivo, usen la espada material"" -Papa Inocencio III-";;"FALSE";"66";"204";"0";"Mon May 02 15:33:02 +0000 2022";"2661";"FALSE";"783";"https://pbs.twimg.com/profile_images/1521392185857482754/pgWE4eae_normal.jpg";"https://pbs.twimg.com/profile_banners/1521150465345523712/1651569591";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/DonMauricio11/status/1540484776389378049";;;"1e+05"
"2022-06-24 23:48:24";"1540482001412694016";"1540482001412694016";"@lyreossorio @FutFemIberdrola @iberdrola @alexiaputellas @Irene_Paredes4 Libertad de expresión y de opinión...¿Te suena? Desde el respeto por supuesto.";"FALSE";"151";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""lyreossorio"",""name"":""ꪶꫀꪗ🌞"",""id"":1.0776571453977e+18,""id_str"":""1077657145397702662"",""indices"":{""start"":0,""end"":12}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":13,""end"":29}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":30,""end"":40}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":41,""end"":56}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":57,""end"":72}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540451990584655872";"1540451990584655873";"1077657145397702656";"1077657145397702662";"lyreossorio";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@lyreossorio @FutFemIberdrola @iberdrola @alexiaputellas @Irene_Paredes4 Libertad de expresión y de opinión...¿Te suena? Desde el respeto por supuesto.";;;;;;;;;;"@Iberdrola";;;;;"1409471376461811712";"1409471376461811714";"La Mala Prensa";"prensa_mala";"";"";;"FALSE";"8";"69";"0";"Mon Jun 28 11:19:21 +0000 2021";"1154";"FALSE";"352";"https://pbs.twimg.com/profile_images/1411597054619553793/882uJXT9_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/prensa_mala/status/1540482001412694016";;;"1e+05"
"2022-06-24 23:45:15";"1540481207493955584";"1540481207493955584";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola 🤣🤣🤣🤣🤣🤣 cuanta tontería";"FALSE";"82";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":17,""end"":32}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":33,""end"":48}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":49,""end"":59}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540375927032582144";"1540375927032582147";"768077752994000896";"768077752994000897";"FutFemIberdrola";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola 🤣🤣🤣🤣🤣🤣 cuanta tontería";;;;;;;;;;"@Iberdrola";;;;;"1409471376461811712";"1409471376461811714";"La Mala Prensa";"prensa_mala";"";"";;"FALSE";"8";"69";"0";"Mon Jun 28 11:19:21 +0000 2021";"1154";"FALSE";"352";"https://pbs.twimg.com/profile_images/1411597054619553793/882uJXT9_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/prensa_mala/status/1540481207493955584";;;"1e+05"
"2022-06-24 23:41:11";"1540480183483891712";"1540480183483891712";"@FutFemIberdrola @iberdrola @alexiaputellas @Irene_Paredes4 A tomar por culo y bloqueo.";"FALSE";"87";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":17,""end"":27}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":28,""end"":43}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":44,""end"":59}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540375927032582144";"1540375927032582147";"768077752994000896";"768077752994000897";"FutFemIberdrola";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@FutFemIberdrola @iberdrola @alexiaputellas @Irene_Paredes4 A tomar por culo y bloqueo.";;;;;;;;;;"@Iberdrola";;;;;"981514357";"981514357";"Jeremiah Johnson 🇪🇸";"FreeMan_astur";"";"Alérgico a la corrección, adicto a la libertad, aficionado a pensar. Todo lo bueno y noble nace del individuo, nada del colectivismo.";;"FALSE";"277";"982";"1";"Sat Dec 01 00:17:36 +0000 2012";"1774";"FALSE";"18860";"https://pbs.twimg.com/profile_images/837750793407197188/eXdK0f-t_normal.jpg";"https://pbs.twimg.com/profile_banners/981514357/1515019993";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/FreeMan_astur/status/1540480183483891712";;;"1e+05"
"2022-06-24 23:37:16";"1540479199252824064";"1540479199252824069";"@diaz_manuel Cómo,  no decían ustedes que no necesitaban a la @CFE_Contigo ? Que @iberdrola solucionaria sus problemas de suministro? Ahora con la cola entre las patas ña exigen a quienes no dejaron crecer. Cínicos jaja";"FALSE";"219";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""diaz_manuel"",""name"":""Manuel Díaz"",""id"":169550797,""id_str"":""169550797"",""indices"":{""start"":0,""end"":12}},{""screen_name"":""CFE_Contigo"",""name"":""CFE_Contigo"",""id"":7.68953655420592e+17,""id_str"":""768953655420592128"",""indices"":{""start"":62,""end"":74}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":81,""end"":91}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540271145852755968";"1540271145852755968";"169550797";"169550797";"diaz_manuel";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"1";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@diaz_manuel Cómo,  no decían ustedes que no necesitaban a la @CFE_Contigo ? Que @iberdrola solucionaria sus problemas de suministro? Ahora con la cola entre las patas ña exigen a quienes no dejaron crecer. Cínicos jaja";;;;;;;;;;"@Iberdrola";;;;;"1248668404602613760";"1248668404602613762";"Octavio Urbano";"blackkalilinux";"";"MDETIC cursante, Mochilero, Ingeniero, Temas Socio-Políticos, Tecnologías y Vídeo Juegos";;"FALSE";"1002";"4994";"2";"Fri Apr 10 17:45:31 +0000 2020";"73388";"FALSE";"70423";"https://pbs.twimg.com/profile_images/1537050978083557377/Xyo616Mn_normal.jpg";"https://pbs.twimg.com/profile_banners/1248668404602613762/1655874099";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/blackkalilinux/status/1540479199252824069";;;"1e+05"
"2022-06-24 23:29:52";"1540477337610981376";"1540477337610981376";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola Iberdrola, vale, que sois muy guays. Hasta los huevos de tanto guay. Me doy de baja.";"FALSE";"144";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":17,""end"":32}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":33,""end"":48}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":49,""end"":59}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540375927032582144";"1540375927032582147";"768077752994000896";"768077752994000897";"FutFemIberdrola";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@FutFemIberdrola @alexiaputellas @Irene_Paredes4 @iberdrola Iberdrola, vale, que sois muy guays. Hasta los huevos de tanto guay. Me doy de baja.";;;;;;;;;;"@Iberdrola";;;;;"1519029745064808448";"1519029745064808449";"Andrés Juan";"AndrsJu11061764";"";"";;"FALSE";"30";"282";"0";"Tue Apr 26 19:05:06 +0000 2022";"45";"FALSE";"9";"https://pbs.twimg.com/profile_images/1519043839134248965/EF2yfvbF_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/AndrsJu11061764/status/1540477337610981376";;;"1e+05"
"2022-06-24 23:23:20";"1540475692135194624";"1540475692135194627";"♻️ @iberdrola se alía con @Asaja para convertir en 100% verdes los sectores agrícola y ganadero https://t.co/QmAwU0Xjmj vía @per_energia  #agricultura #ganaderia #sostenibilidad https://t.co/9SbbDwpAmu";"FALSE";"177";"{""hashtags"":[{""text"":""agricultura"",""indices"":[[138,150]]},{""text"":""ganaderia"",""indices"":[[151,161]]},{""text"":""sostenibilidad"",""indices"":[[162,177]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":3,""end"":13}},{""screen_name"":""ASaja"",""name"":""aku saja"",""id"":571647780,""id_str"":""571647780"",""indices"":{""start"":26,""end"":32}},{""screen_name"":""Per_Energia"",""name"":""El Periódico de la Energía"",""id"":2356964292,""id_str"":""2356964292"",""indices"":{""start"":124,""end"":136}}],""urls"":[{""url"":""https://t.co/QmAwU0Xjmj"",""expanded_url"":""https://elperiodicodelaenergia.com/iberdrola-asaja-sectores-agricola-ganadero-verdes/"",""display_url"":""elperiodicodelaenergia.com/iberdrola-asaj…"",""indices"":{""start"":96,""end"":119}}],""media"":[{""id"":1.54047568341515e+18,""id_str"":""1540475683415154688"",""indices"":[{""start"":178,""end"":201}],""media_url"":""http://pbs.twimg.com/tweet_video_thumb/FWDeeOcWYAAMHAz.jpg"",""media_url_https"":""https://pbs.twimg.com/tweet_video_thumb/FWDeeOcWYAAMHAz.jpg"",""url"":""https://t.co/9SbbDwpAmu"",""display_url"":""pic.twitter.com/9SbbDwpAmu"",""expanded_url"":""https://twitter.com/SrUnpoco/status/1540475692135194627/photo/1"",""type"":""photo"",""sizes"":[{""w"":312,""h"":312,""resize"":""fit"",""type"":""large""},{""w"":312,""h"":312,""resize"":""fit"",""type"":""small""},{""w"":150,""h"":150,""resize"":""crop"",""type"":""thumb""},{""w"":312,""h"":312,""resize"":""fit"",""type"":""medium""}]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";;;;;;;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";"FALSE";"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"♻️ @iberdrola se alía con @Asaja para convertir en 100% verdes los sectores agrícola y ganadero https://t.co/QmAwU0Xjmj vía @per_energia  #agricultura #ganaderia #sostenibilidad https://t.co/9SbbDwpAmu";;;;;;;;;;"@Iberdrola";;;;;"1308383517391364096";"1308383517391364096";"XΛVI";"SrUnpoco";"en la montaña";"Sostenibilitat, suc de taronja i música. 🏳️‍🌈";"https://t.co/wzAG7VAiOE";"FALSE";"68";"409";"2";"Tue Sep 22 12:32:10 +0000 2020";"1239";"FALSE";"3513";"https://pbs.twimg.com/profile_images/1469572653367402499/KL8AH0G7_normal.jpg";"https://pbs.twimg.com/profile_banners/1308383517391364096/1617571131";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/wzAG7VAiOE"",""expanded_url"":""https://www.instagram.com/srunpoco___"",""display_url"":""instagram.com/srunpoco___"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/SrUnpoco/status/1540475692135194627";"P";"Governance";"1e+05"
"2022-06-24 22:54:16";"1540468376958652416";"1540468376958652416";"@FutFemIberdrola @iberdrola @alexiaputellas @Irene_Paredes4 Y un cojín.";"FALSE";"71";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":17,""end"":27}},{""screen_name"":""alexiaputellas"",""name"":""Alexia Putellas"",""id"":302691750,""id_str"":""302691750"",""indices"":{""start"":28,""end"":43}},{""screen_name"":""Irene_Paredes4"",""name"":""Irene Paredes"",""id"":3335452049,""id_str"":""3335452049"",""indices"":{""start"":44,""end"":59}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1540375927032582144";"1540375927032582147";"768077752994000896";"768077752994000897";"FutFemIberdrola";;"[{}]";"[{""geo"":[{}],""coordinates"":[{}],""place"":[null]}]";;"FALSE";"0";"0";"FALSE";"FALSE";;"es";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@FutFemIberdrola @iberdrola @alexiaputellas @Irene_Paredes4 Y un cojín.";;;;;;;;;;"@Iberdrola";;;;;"1432290940350238720";"1432290940350238720";"Pegasus";"Nifunifa4672";"BCN.Spain";"Espiando por Twitter";;"FALSE";"285";"1020";"2";"Mon Aug 30 10:36:58 +0000 2021";"845";"FALSE";"3031";"https://pbs.twimg.com/profile_images/1521358611737423872/m05l1I4X_normal.jpg";"https://pbs.twimg.com/profile_banners/1432290940350238720/1651555267";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Nifunifa4672/status/1540468376958652416";;;"1e+05"
