"created_at";"id";"id_str";"full_text";"truncated";"display_text_range";"entities";"metadata";"tweet_source";"in_reply_to_status_id";"in_reply_to_status_id_str";"in_reply_to_user_id";"in_reply_to_user_id_str";"in_reply_to_screen_name";"geo";"coordinates";"place";"contributors";"is_quote_status";"retweet_count";"favorite_count";"favorited";"retweeted";"lang";"possibly_sensitive";"quoted_status_id";"quoted_status_id_str";"quoted_status";"text";"favorited_by";"scopes";"display_text_width";"retweeted_status";"quoted_status_permalink";"quote_count";"timestamp_ms";"reply_count";"filter_level";"query";"withheld_scope";"withheld_copyright";"withheld_in_countries";"possibly_sensitive_appealable";"id_user";"id_str_user";"name_user";"screen_name_user";"location_user";"description_user";"url_user";"protected_user";"followers_count_user";"friends_count_user";"listed_count_user";"created_at_user";"favourites_count_user";"verified_user";"statuses_count_user";"profile_image_url_https_user";"default_profile_user";"default_profile_image_user";"withheld_in_countries_user";"profile_banner_url_user";"derived_user";"withheld_scope_user";"entities_user";"tweet_link";"competitor_id"
"2022-06-17 03:32:40";"1537639337017368576";"1537639337017368576";"Claro que no somos iguales ‼️

@FelipeCalderon le quitó el empleo a Miles de trabajadores de #LYF y le entrego el negocio a @iberdrola 

#AMLO corrió a @iberdrola y regreso la soberanía energética ala nación

#FelizJueves #OposicionMoralmenteDerrotada";"FALSE";"251";"{""hashtags"":[{""text"":""LYF"",""indices"":[[93,97]]},{""text"":""AMLO"",""indices"":[[137,142]]},{""text"":""FelizJueves"",""indices"":[[209,221]]},{""text"":""OposicionMoralmenteDerrotada"",""indices"":[[222,251]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""FelipeCalderon"",""name"":""Felipe Calderón 🇺🇦"",""id"":144376833,""id_str"":""144376833"",""indices"":{""start"":31,""end"":46}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":124,""end"":134}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":152,""end"":162}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"Claro que no somos iguales ‼️

@FelipeCalderon le quitó el empleo a Miles de trabajadores de #LYF y le entrego el negocio a @iberdrola 

#AMLO corrió a @iberdrola y regreso la soberanía energética ala nación

#FelizJueves #OposicionMoralmenteDerrotada";;;;;;;;;;"@Iberdrola";;;;;"839842012123783168";"839842012123783168";"Lauvencom";"Lauvencomm";"";"Abogado, Progresista, directo, claro y con evidencias de mis expresiones.";;"FALSE";"215";"763";"4";"Thu Mar 09 14:15:14 +0000 2017";"4408";"FALSE";"26588";"https://pbs.twimg.com/profile_images/839879578977959937/0h7_SsaN_normal.jpg";"TRUE";"FALSE";"[]";;;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Lauvencomm/status/1537639337017368576";"1e+05"
"2022-06-17 03:07:56";"1537633110959050752";"1537633110959050752";"Tribunal superior de Extremadura España, ordena a @iberdrola  desmantelar un 60% de una planta fotovoltaica que instalaron sobre unos terrenos expropiados de manera ilegal. Por lo visto a iberdrola la honestidad, la justicia y la ética; le estorban.";"FALSE";"249";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":50,""end"":60}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"21";"34";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"Tribunal superior de Extremadura España, ordena a @iberdrola  desmantelar un 60% de una planta fotovoltaica que instalaron sobre unos terrenos expropiados de manera ilegal. Por lo visto a iberdrola la honestidad, la justicia y la ética; le estorban.";;;;;;;;;;"@Iberdrola";;;;;"1024871473276760064";"1024871473276760066";"Juan Castillo 🇲🇽🇷🇺";"UnidosPorLa4T";"Querétaro";"México mi patria, AMLO mi Presidente, la 4T mi lucha y Morena el partido que formamos millones! Estoy del lado correcto de la historia! 🙋🏻‍♂️ #RedAMLO";;"FALSE";"9285";"4376";"20";"Thu Aug 02 04:16:15 +0000 2018";"22207";"FALSE";"24590";"https://pbs.twimg.com/profile_images/1435844522068557824/IXVXkosP_normal.jpg";"TRUE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/1024871473276760066/1650677071";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/UnidosPorLa4T/status/1537633110959050752";"1e+05"
"2022-06-17 02:25:11";"1537622352418193408";"1537622352418193414";"Hay que irse de compañías que delinquen, no pagar recibos, nos roban el agua y dañan el medio ambiente. Son daños de lesa humanidad también. Fuera: @iberdrola @Naturgy @Endesa https://t.co/VZKboMFlGl";"FALSE";"175";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":148,""end"":158}},{""screen_name"":""Naturgy"",""name"":""Naturgy"",""id"":177095457,""id_str"":""177095457"",""indices"":{""start"":159,""end"":167}},{""screen_name"":""Endesa"",""name"":""endesa"",""id"":482014260,""id_str"":""482014260"",""indices"":{""start"":168,""end"":175}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""id"":1.53762234892434e+18,""id_str"":""1537622348924338176"",""indices"":[{""start"":176,""end"":199}],""media_url"":""http://pbs.twimg.com/media/FVa7YTJWQAAamTc.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FVa7YTJWQAAamTc.jpg"",""url"":""https://t.co/VZKboMFlGl"",""display_url"":""pic.twitter.com/VZKboMFlGl"",""expanded_url"":""https://twitter.com/Dios_nos_Ama_si/status/1537622352418193414/photo/1"",""type"":""photo"",""sizes"":[{""w"":2048,""h"":1884,""resize"":""fit"",""type"":""large""},{""w"":680,""h"":626,""resize"":""fit"",""type"":""small""},{""w"":150,""h"":150,""resize"":""crop"",""type"":""thumb""},{""w"":1200,""h"":1104,""resize"":""fit"",""type"":""medium""}]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"1";"0";"FALSE";"FALSE";"es";"FALSE";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"Hay que irse de compañías que delinquen, no pagar recibos, nos roban el agua y dañan el medio ambiente. Son daños de lesa humanidad también. Fuera: @iberdrola @Naturgy @Endesa https://t.co/VZKboMFlGl";;;;;;;;;;"@Iberdrola";;;;;"527789664";"527789664";"DIOS ES AMOR";"Dios_nos_Ama_si";"";"";;"FALSE";"41";"59";"0";"Sat Mar 17 20:00:51 +0000 2012";"6574";"FALSE";"3012";"https://pbs.twimg.com/profile_images/1347737338181513216/99ypuD6O_normal.jpg";"TRUE";"FALSE";"[]";;;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Dios_nos_Ama_si/status/1537622352418193414";"1e+05"
"2022-06-17 02:13:41";"1537619459258589184";"1537619459258589184";"@RevistaMigala @iberdrola X2";"FALSE";"28";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""RevistaMigala"",""name"":""MIGALA"",""id"":77557278,""id_str"":""77557278"",""indices"":{""start"":0,""end"":14}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":15,""end"":25}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1537498840344961024";"1537498840344961028";"77557278";"77557278";"RevistaMigala";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"und";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@RevistaMigala @iberdrola X2";;;;;;;;;;"@Iberdrola";;;;;"166102423";"166102423";"Luis J.Centeno";"luisjca2";"Villa Chablé, Tabasco";"";;"FALSE";"355";"1261";"0";"Tue Jul 13 09:50:20 +0000 2010";"1753";"FALSE";"1514";"https://pbs.twimg.com/profile_images/1456151410219880450/DTs61uAG_normal.jpg";"FALSE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/166102423/1635626476";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/luisjca2/status/1537619459258589184";"1e+05"
"2022-06-17 01:54:57";"1537614744378609664";"1537614744378609668";"Que @iberdrola y dueños se larguen a robar a otro lado. Aquí no los queremos.
@BlackRockMX 
@BlackRock";"FALSE";"102";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":4,""end"":14}},{""screen_name"":""BlackRockMX"",""name"":""BlackRock México"",""id"":1.03703665383406e+18,""id_str"":""1037036653834059776"",""indices"":{""start"":78,""end"":90}},{""screen_name"":""BlackRock"",""name"":""BlackRock"",""id"":23756134,""id_str"":""23756134"",""indices"":{""start"":92,""end"":102}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"Que @iberdrola y dueños se larguen a robar a otro lado. Aquí no los queremos.
@BlackRockMX 
@BlackRock";;;;;;;;;;"@Iberdrola";;;;;"2430863070";"2430863070";"Guillermo Lopez";"Memolp00";"Montes de Oca";"EstemosJuntos entre la fragancia que no pasa; vivamos despiertos, preparados, disponibles y en tranceDe arrojarnos al cráter del amor desde un sueño en marcha.";;"FALSE";"1178";"1977";"15";"Sun Apr 06 18:49:08 +0000 2014";"35172";"FALSE";"59591";"https://pbs.twimg.com/profile_images/702252660922056704/74dkGx_p_normal.jpg";"TRUE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/2430863070/1482731912";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Memolp00/status/1537614744378609668";"1e+05"
"2022-06-17 01:40:59";"1537611230780833792";"1537611230780833792";"@iberdrola @Oceanografic_vl #ProtejamosLasTortugas me parece buena iniciativa gracias @iberdrola y @Oceanografic_vl";"FALSE";"115";"{""hashtags"":[{""text"":""ProtejamosLasTortugas"",""indices"":[[28,50]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""Oceanografic_vl"",""name"":""Oceanogràfic València"",""id"":4053500338,""id_str"":""4053500338"",""indices"":{""start"":11,""end"":27}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":86,""end"":96}},{""screen_name"":""Oceanografic_vl"",""name"":""Oceanogràfic València"",""id"":4053500338,""id_str"":""4053500338"",""indices"":{""start"":99,""end"":115}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1537360079627878400";"1537360079627878400";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@iberdrola @Oceanografic_vl #ProtejamosLasTortugas me parece buena iniciativa gracias @iberdrola y @Oceanografic_vl";;;;;;;;;;"@Iberdrola";;;;;"453054390";"453054390";"Elvis Fernández";"Elvisfdez";"Roquetas de Mar, España";"Aguadulce (Almería)~Granada.Economía UGR. Vive por tus sueños y metas sin rendirte a base de trabajo, fe y mucha esperanza.";;"FALSE";"1767";"4989";"6";"Mon Jan 02 14:45:47 +0000 2012";"3706";"FALSE";"17233";"https://pbs.twimg.com/profile_images/1394435950323896322/r8jC7mZe_normal.jpg";"FALSE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/453054390/1616417708";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Elvisfdez/status/1537611230780833792";"1e+05"
"2022-06-17 00:37:54";"1537595355038089216";"1537595355038089216";"@iberdrola @Oceanografic_vl #ProtejamosLasTortugas";"FALSE";"50";"{""hashtags"":[{""text"":""ProtejamosLasTortugas"",""indices"":[[28,50]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""Oceanografic_vl"",""name"":""Oceanogràfic València"",""id"":4053500338,""id_str"":""4053500338"",""indices"":{""start"":11,""end"":27}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1537360079627878400";"1537360079627878400";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"und";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@iberdrola @Oceanografic_vl #ProtejamosLasTortugas";;;;;;;;;;"@Iberdrola";;;;;"1323411186";"1323411186";"Hector B.M";"granota_edi";"";"jugador del Levante Edi desde el año 2012,MACHO LLEVANT!!!!!";;"FALSE";"606";"2506";"6";"Tue Apr 02 22:56:29 +0000 2013";"35195";"FALSE";"18137";"https://pbs.twimg.com/profile_images/1502985158890336269/FYzaqSsm_normal.jpg";"TRUE";"FALSE";"[]";;;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/granota_edi/status/1537595355038089216";"1e+05"
"2022-06-16 23:55:16";"1537584625794445312";"1537584625794445312";"@Obrerodederech4 @drachtidakos @poweroftheseas @iberdrola @Iberdrola_En En México no se pagan, ni se pagarán semejantes impuestos, y al final del día, el abuso, provenga de quien provenga, repercute en los bolsillos del consumidor común y corriente, como, infiero eres tú.

¿Tan acostumbrado a lamer la correa con que te tiene sujeto? Disfrútalo.";"FALSE";"346";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Obrerodederech4"",""name"":""Obrero de derechas"",""id"":1.31596301908886e+18,""id_str"":""1315963019088855040"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""drachtidakos"",""name"":""GEORGE DRACHTIDAKOS"",""id"":337642522,""id_str"":""337642522"",""indices"":{""start"":17,""end"":30}},{""screen_name"":""poweroftheseas"",""name"":""The power of the sea"",""id"":1.42072978789986e+18,""id_str"":""1420729787899858950"",""indices"":{""start"":31,""end"":46}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":47,""end"":57}},{""screen_name"":""Iberdrola_En"",""name"":""Iberdrola Renewables"",""id"":293455710,""id_str"":""293455710"",""indices"":{""start"":58,""end"":71}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPad";"1537502095800209408";"1537502095800209414";"1315963019088855040";"1315963019088855040";"Obrerodederech4";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@Obrerodederech4 @drachtidakos @poweroftheseas @iberdrola @Iberdrola_En En México no se pagan, ni se pagarán semejantes impuestos, y al final del día, el abuso, provenga de quien provenga, repercute en los bolsillos del consumidor común y corriente, como, infiero eres tú.

¿Tan acostumbrado a lamer la correa con que te tiene sujeto? Disfrútalo.";;;;;;;;;;"@Iberdrola";;;;;"86114885";"86114885";"Euclid";"aqua_ticc";"Mexico";"";;"FALSE";"1138";"1524";"2";"Thu Oct 29 17:12:45 +0000 2009";"30099";"FALSE";"25837";"https://pbs.twimg.com/profile_images/1425208525408571394/NLrfAwxK_normal.jpg";"FALSE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/86114885/1419461256";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/aqua_ticc/status/1537584625794445312";"1e+05"
"2022-06-16 23:45:27";"1537582155349770240";"1537582155349770240";"¡Imagínense ser @alitomorenoc , @iberdrola, @POTUS  @ClaudioXGG en tiempos de @lopezobrador_ !

¡Mejor tragalos tierra!";"FALSE";"119";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""alitomorenoc"",""name"":""Alejandro Moreno"",""id"":127688673,""id_str"":""127688673"",""indices"":{""start"":16,""end"":29}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":32,""end"":42}},{""screen_name"":""POTUS"",""name"":""President Biden"",""id"":1.34914909690967e+18,""id_str"":""1349149096909668363"",""indices"":{""start"":44,""end"":50}},{""screen_name"":""ClaudioXGG"",""name"":""Claudio X. González G."",""id"":204579019,""id_str"":""204579019"",""indices"":{""start"":52,""end"":63}},{""screen_name"":""lopezobrador_"",""name"":""Andrés Manuel"",""id"":82119937,""id_str"":""82119937"",""indices"":{""start"":78,""end"":92}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"1";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"¡Imagínense ser @alitomorenoc , @iberdrola, @POTUS  @ClaudioXGG en tiempos de @lopezobrador_ !

¡Mejor tragalos tierra!";;;;;;;;;;"@Iberdrola";;;;;"857564984";"857564984";"THE MΛNÐΛLORIΛN™";"Katenene2013";"Coyoacán, Distrito Federal";"Siempre en la linea de fuego por mi #CabecitaDeAlgodon";;"FALSE";"1441";"1864";"2";"Tue Oct 02 06:09:47 +0000 2012";"19551";"FALSE";"9089";"https://pbs.twimg.com/profile_images/1484694116860579842/HtkcQeW8_normal.jpg";"TRUE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/857564984/1611552214";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Katenene2013/status/1537582155349770240";"1e+05"
"2022-06-16 23:08:07";"1537572759429173248";"1537572759429173248";"@RevistaMigala @iberdrola nacionalizada deben ser tus nalgas, es una empresa privada de inversión privada el puede hacer con su empresa lo que le de la gana si no te gusta crea tu propia empresa muerto de hambre";"FALSE";"211";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""RevistaMigala"",""name"":""MIGALA"",""id"":77557278,""id_str"":""77557278"",""indices"":{""start"":0,""end"":14}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":15,""end"":25}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1537498840344961024";"1537498840344961028";"77557278";"77557278";"RevistaMigala";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@RevistaMigala @iberdrola nacionalizada deben ser tus nalgas, es una empresa privada de inversión privada el puede hacer con su empresa lo que le de la gana si no te gusta crea tu propia empresa muerto de hambre";;;;;;;;;;"@Iberdrola";;;;;"1519771406791323648";"1519771406791323651";"🇺🇦 Legión Anticomunista 🇺🇦";"AnonyNewsGlobal";"World";"canal informativo sin censura y sin fanatismo alguno contra las injusticias, contra el socialismo y el NUEVO ORDEN MUNDIAL SOCIALISTA
Libertario 100%";"https://t.co/f8mDriAJNq";"FALSE";"8";"69";"0";"Thu Apr 28 20:13:05 +0000 2022";"188";"FALSE";"321";"https://pbs.twimg.com/profile_images/1519772538146115585/5qK9TovU_normal.jpg";"TRUE";"FALSE";"[]";"https://pbs.twimg.com/profile_banners/1519771406791323651/1651180653";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/f8mDriAJNq"",""expanded_url"":""https://www.youtube.com/channel/UCOKU2ErLDz2Rq6YmcE-vb7A"",""display_url"":""youtube.com/channel/UCOKU2…"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/AnonyNewsGlobal/status/1537572759429173248";"1e+05"
